
58,1189384088559542272,@Disapamok @nam3chang3d කැරි කොල්ලො . . . කැරි කොල්ලො හැහ තැනම ! 🤣,2019-10-30 03:30:39
59,1189383133700984832,@Nadeez__ බලන්න සන්තානං මෑනියනේ . . . කැරි කොල්ලෙක් මෙතෙන්ටත් ඇවිල්ල,2019-10-30 03:26:51
60,1189380335823228928,@22Dinuk @duliponline ෂුවර් .. කැරි කතාවක් 😂,2019-10-30 03:15:44
61,1189378263489007616,"@ThisuriW පරගැති යහපාලන බැල්ලි වෙත, ලංකාව අවුරුද්දකට ටින් මාලු ආනනයනය කරනවා ඕයි උඹේ මහලොකු mcc grant එකට වඩා. කොහොමද කෑම? අති විශිෂ්ටයි නේ- අපේ යාලු මාලූ අරලිය ටින්මාලූ 🤑🤑🤑

ඩොලර් වලට හැමනෙන බැල්ලි 🤮",2019-10-30 03:07:30
62,1189375640585158656,"@KushLiveNow ඔතන ඉන්න තරමක් වැඩට ඉන්නේ තම්බි කොල්ලෝ. අයිතිකාරයත් දන්න විදිහට මුස්ලිම් කෙනෙක්. ඒගොල්ලෝ ඒගොල්ලොම ඉස්ටිකර් ගහගෙන සිංහල බෞද්ධ මිනිස්සුන්ට බැනුං අහගන්න වෙනවා. මොන මල ඉලව්වක්ද මේක 😂

ශ්‍රී @sajithpremadasa ඇත් රාජා ජනපති - @HarshadeSilvaMP ඇත් රාජා අගමැති ලෙසටත් පත් කරමු!! 🙏🏽",2019-10-30 02:57:04
63,1189374046871289856,"@ThisuriW අනේ උඹ වගේ මෝඩ ලිබරල් පරගැති හුකන්නියෙක් 🤑🤑 උබට ඕක හැමනෙන ගානක් උනාට ඇමෙරිකාවේ උන්ට ඕක උන්ගේ රටේ ඉස්පිරිතාලෙක අත්තිවාරම දාලා ඉවර කරගන්නවත් බැරි ගානක්! හිගන්නෙකුට රුපියල් දෙකක් දෙනවා වගේ ගානක් 🤮🤮

පාවලා දීපං තව අපේ රට ගොං ගස් බැල්ලි 🖕🏽",2019-10-30 02:50:44
64,1189360069118287878,@duliponline කැරි හින්ට් ගහනකොට කැරි කතා බලන් ඉන්න මිනිස්සුන්ට කියවෙනවනෙ අයියෙ 😅,2019-10-30 01:55:12
65,1189250688133586946,"ඉන්දියාවෙ වලට වැටුනු පොඩි එකාට උන වැඩේ ලංකාවෙ උනා නම් අපේ උන් මොනා හරි කරල ගොඩට ගන්නව.

සජිත් ගෝඨා සිංහල දෙමල තම්බි උතුර දකුණ කිය කිය අපේ උන් කෙල ගත්තට මොකද කාට හරි කරදරයක් වෙනකොට ලංකාවෙ උන් එකතුයි.

කවුරු නැතත් ත්‍රිවිධ හමුදාවෙන් හරි බැහැල පොඩි එකාව ගොඩ ගන්නව.",2019-10-29 18:40:33
66,1189229543879561216,@irajonline @sajithpremadasa @GotabayaR මල් පොන්නයා ඉරාජ් පුකෙ හාක්ද,2019-10-29 17:16:32
67,1189192459466625025,@kalpithabandara @daughterislife ඉතින් ඇයි බං ඕක ඒවෙලේ කිව්වෙ නැත්තෙ. ගෝඨා නැතුව වෙන එකෙක් ඡන්දෙ ඉල්ලුවනං අද ගෝඨගෙ නම වෙනුවට ඔතෙන්ට දාන්නෙ ඒ මනුස්සයගෙ නමනේ. දේශපාලන වහල් පොන්න වේස කැරි හුකන කතා කියන්නෙපා හුත්තිගෙ කොල්ලෝ හුකන්න බෝම්බ ගහපු වෙලේ එක පකයෙක් හා හූ නෑ අන්තිමට ඡන්දයක් ළංවුණාම ජංගිය අස්සෙ තියෙන ඇට 1/2,2019-10-29 14:49:11
68,1189191013337726977,"කරුණා අම්මාන් ජාතික විරයෙක්
මහෙෂ් සෙනානායක සල්ලි වලට විකිණුන දේශද්‍රෝහියෙක්
-අජිත්-
අනේ අජිත් ප්‍රශන්න උබෙ අම්මට හැමනියන් පොන්නයා",2019-10-29 14:43:26
69,1189190775793315841,@NishadiAnuttara මොන් කැරි කරුමයක්ද මේ. 😖😖😖,2019-10-29 14:42:29
70,1189136277385314306,@Cricketcrazy8 අනුන්ගේ ත්‍රෙඩ් අස්සේ ජංගි කරක කරකන්ලින්ක් දාපු උඹනේ පොන්නයා. 😂😂,2019-10-29 11:05:56
71,1189122084850417665,@munza14 peppermint කැෆේ කියන්නේ තම්බි කඩයක් නේද 🤔,2019-10-29 10:09:32
